Time (ms), Brightness (AU)
2520,602
2530,601
2540,599
2550,592
2562,588
2572,585
2582,583
2592,581
2603,576
2613,572
2623,568
2634,564
2644,560
2655,553
2665,544
2675,538
2685,533
2697,529
2707,523
2717,518
2727,512
2738,507
2748,502
2759,496
2769,486
2780,477
2790,471
2800,465
2810,459
2821,453
2832,448
2842,444
2852,440
2863,436
2873,433
2883,425
2894,422
2905,420
2915,418
2925,417
2935,417
2946,417
2957,417
2967,418
2977,419
2988,421
2998,422
3008,426
3018,431
3030,436
3040,440
3050,445
3060,450
3070,455
3081,460
3092,468
3102,473
3112,476
3123,486
3133,493
3143,499
3153,506
3165,512
3175,517
3185,523
3195,530
3206,535
3216,538
3227,542
3237,549
3248,556
3258,561
3268,566
3278,571
3289,577
3300,581
3310,584
3320,587
3331,589
3341,591
3351,595
3362,599
3373,602
3383,604
3393,607
3403,609
3414,610
3425,610
3435,611
3445,611
3456,613
3466,614
3476,614
3486,614
3497,611
3508,610
3518,608
3528,607
3538,606
3549,605
3560,603
3570,601
3580,599
3591,597
3601,595
3611,587
3622,583
3633,580
3643,577
3653,575
3663,571
3674,566
3684,562
3695,558
3705,554
3716,547
3726,536
3736,530
3746,525
3758,520
3768,514
3778,508
3788,503
3799,498
3809,492
3819,487
3830,478
3841,470
3851,464
3861,458
3871,453
3881,448
3893,443
3903,439
3913,436
3923,432
3934,429
3944,423
3955,420
3965,419
3976,418
3986,417
3996,417
4006,418
4017,419
4028,420
4038,422
4048,423
4059,425
4069,430
4079,436
4090,441
4101,446
4111,452
4121,457
4131,462
4142,467
4152,476
4163,481
4173,485
4184,493
4194,501
4204,508
4214,515
4226,521
4236,526
4246,532
4256,539
4267,543
4277,546
4287,549
4298,557
4308,562
4319,568
4329,572
4339,577
4349,583
4361,587
4371,590
4381,592
4391,594
4402,596
4412,600
4423,602
4433,605
4444,607
4454,609
4464,610
4474,611
4485,611
4496,611
4506,611
4516,612
4527,613
4537,613
4547,613
4558,610
4569,608
4579,606
4589,605
4599,604
4610,603
4621,601
4631,598
4641,596
4652,594
4662,592
4672,583
4682,578
4694,574
4704,572
4714,569
4724,564
4734,560
4745,555
4756,551
4766,546
4776,540
4787,529
4797,522
4807,517
4817,511
4829,505
4839,499
4849,494
4859,488
4870,483
4880,478
4891,470
4901,462
4912,456
4922,450
4932,445
4942,441
4953,437
4964,433
4974,430
4984,427
4995,425
5005,419
5015,416
5026,416
5037,416
5047,417
5057,417
5067,419
5078,420
5089,422
5099,425
5109,429
5120,431
5130,437
5140,443
5150,449
5161,454
5172,460
5182,465
5192,471
5202,476
5213,484
5224,489
5234,493
5244,501
5255,508
5265,515
5275,522
5286,528
5297,533
5307,538
5317,545
5327,549
5338,552
5348,555
5359,562
5369,568
5380,573
5390,577
5400,581
5410,588
5422,592
5432,594
5442,596
5452,598
5463,599
5473,603
5483,605
5494,608
5505,610
5515,611
5525,612
5535,612
5545,612
5557,612
5567,613
5577,613
5587,613
5598,613
5608,613
5619,609
5629,606
5640,604
5650,603
5660,601
5670,600
5681,597
5692,595
5702,593
5712,590
5723,587
5733,577
5743,571
5754,568
5765,565
5775,562
5785,557
5795,552
5806,548
5816,543
5827,538
5837,534
5848,521
5858,514
5868,509
5878,503
5890,497
5900,491
5910,485
5920,479
5931,474
5941,469
5952,463
5962,454
5972,449
5983,444
5993,439
6003,435
6013,431
6025,428
6035,425
6045,423
6055,421
6066,417
6076,416
6087,416
6097,417
6108,418
6118,420
6128,422
6138,424
6149,427
6160,430
6170,434
6180,437
6191,442
6201,449
6211,455
6222,461
6233,467
6243,472
6253,478
6263,484
6274,492
6285,497
6295,501
6305,509
6316,516
6326,523
6336,530
6346,535
6358,541
6368,547
6378,553
6388,557
6398,560
6409,562
6420,569
6430,574
6440,579
6451,583
6461,587
6471,593
6481,596
6493,598
6503,600
6513,601
6523,602
6534,606
6544,608
6555,610
6565,611
6576,611
6586,612
6596,612
6606,612
6618,612
6628,612
6638,611
6648,611
6659,611
6669,610
6679,607
6690,604
6701,601
6711,600
6721,598
6731,597
6742,594
6753,591
6763,588
6773,585
6784,582
6794,572
6804,566
6814,562
6825,559
6836,556
6846,551
6856,546
6866,541
6877,536
6888,532
6898,527
6908,514
6919,507
6929,501
6939,494
6950,488
6961,482
6971,477
6981,471
6991,466
7002,462
7012,456
7023,448
7033,443
7044,438
7054,434
7064,430
7074,427
7086,424
7096,422
7106,420
7116,419
7127,416
7137,415
7147,416
7158,418
7169,420
7179,423
7189,425
7199,428
7209,431
7221,435
7231,440
7241,444
7251,449
7262,456
7272,463
7283,469
7293,475
7304,481
7314,487
7324,492
7334,500
7345,505
7356,509
7366,516
7376,524
7387,530
7397,537
7407,542
7418,548
7429,555
7439,561
7449,564
7459,567
7470,570
7480,576
7491,580
7501,585
7512,588
7522,592
7532,597
7542,599
7554,601
7564,603
7574,604
7584,605
7595,608
7605,610
7616,611
7626,613
7636,612
7647,612
7657,612
7667,612
7677,611
7689,611
7699,611
7709,610
7719,610
7730,609
7740,605
7751,601
7761,599
7772,597
7782,595
7792,593
7802,590
7813,587
7824,583
7834,580
7844,577
7855,566
7865,560
7875,556
7886,552
7897,548
7907,543
7917,538
7927,533
7938,528
7948,524
7959,519
7969,505
7980,497
7990,492
8000,485
8010,479
8022,473
8032,468
8042,462
8052,457
8062,453
8073,449
8084,441
8094,436
8104,432
8115,428
8125,425
8135,423
8145,421
8157,419
8167,418
8177,417
8187,415
8198,415
8208,417
8219,420
8229,423
8240,426
8250,429
8260,432
8270,436
8282,440
8292,446
8302,450
8312,455
8323,463
8333,470
8343,476
8354,483
8365,489
8375,494
8385,500
8395,507
8406,512
8417,516
8427,522
8437,530
8448,536
8458,542
8468,548
8478,553
8489,561
8500,566
8510,570
8520,573
8530,575
8541,580
8552,585
8562,589
8572,593
8583,596
8593,599
8603,602
8613,603
8625,605
8635,606
8645,606
8655,609
8666,610
8676,611
8687,612
8697,612
8708,611
8718,611
8728,610
8738,610
8750,609
8760,609
8770,608
8780,607
8791,606
8801,602
8811,597
8822,594
8833,592
8843,590
8853,588
8863,584
8873,581
8885,577
8895,574
8905,570
8915,560
8926,553
8936,548
8947,544
8957,540
8968,535
8978,529
8988,524
8998,519
9009,514
9020,509
9030,496
9040,488
9051,483
9061,476
9071,470
9082,464
9093,459
9103,454
9113,449
9123,445
9134,440
9144,433
9155,429
9165,425
9176,422
9186,420
9196,418
9206,417
9218,416
9228,416
9238,416
9248,416
9259,416
9269,420
9280,423
9290,427
9300,430
9311,434
9321,438
9331,442
9341,446
9353,453
9363,457
9373,461
9383,470
9394,477
9404,484
9415,490
9425,496
9436,502
9446,507
9456,514
9466,519
9477,522
9488,528
9498,535
9508,542
9519,548
9529,553
9539,558
9550,567
9561,572
9571,575
9581,578
9591,580
9602,585
9613,589
9623,593
9633,596
9644,599
9654,602
9664,604
9674,605
9686,606
9696,607
9706,608
9716,610
9726,611
9737,612
9748,613
9758,612
9768,611
9779,610
9789,610
9799,609
9809,609
9821,607
9831,606
9841,605
9851,603
9862,599
9872,593
9883,590
9893,587
9904,585
9914,583
9924,579
9934,576
9946,572
9956,568
9966,564
9976,554
9987,547
9997,542
10007,538
10019,519
10031,513
10042,506
10053,500
10064,507
10076,501
10088,503
10099,498
10110,484
10122,477
10133,470
10145,461
10157,460
10168,453
10179,443
10190,438
10202,431
10214,433
10225,428
10236,422
10248,419
10259,415
10270,419
10283,417
10294,415
10305,414
10316,414
10328,419
10339,421
10351,423
10362,434
10374,437
10385,443
10396,447
10407,451
10420,469
10431,473
10442,479
10454,483
10465,488
10477,500
10488,504
10500,509
10511,519
10522,523
10533,531
10546,535
10557,538
