Time (ms), Brightness (AU)
2314,619
2324,592
2334,573
2344,553
2355,537
2365,647
2375,681
2386,699
2397,710
2407,660
2417,624
2427,597
2438,575
2449,556
2459,540
2469,635
2480,675
2490,695
2500,707
2511,665
2522,625
2532,600
2542,577
2552,558
2563,539
2573,611
2584,666
2594,688
2605,703
2615,669
2625,629
2635,600
2647,576
2657,555
2667,538
2677,570
2688,652
2698,680
2708,697
2719,672
2729,631
2740,600
2750,576
2760,555
2770,537
2782,521
2792,637
2802,673
2812,692
2823,683
2833,634
2843,604
2854,578
2865,557
2875,539
2885,522
2895,624
2906,668
2917,689
2927,702
2937,640
2948,608
2958,581
2968,560
2979,541
2990,524
3000,615
3010,663
3020,686
3031,700
3041,653
3052,616
3062,590
3073,568
3083,549
3093,533
3103,600
3115,660
3125,686
3135,701
3145,665
3155,629
3166,600
3176,577
3187,558
3197,542
3208,588
3218,656
3228,685
3238,701
3250,683
3260,642
3270,611
3280,586
3291,566
3301,548
3312,572
3322,657
3333,684
3343,701
3353,711
3363,653
3374,619
3385,593
3395,572
3405,553
3416,536
3426,647
3436,680
3447,699
3458,709
3468,658
3478,625
3488,597
3499,575
3509,557
3520,539
3530,634
3540,675
3551,695
3561,707
3571,663
3582,626
3593,600
3603,576
3613,557
3623,539
3634,611
3645,665
3655,690
3665,703
3676,666
3686,628
3696,600
3706,576
3718,554
3728,538
3738,576
3748,649
3759,681
3769,697
3780,671
3790,629
3801,599
3811,575
3821,555
3831,536
3842,520
3853,639
3863,673
3873,692
3884,686
3894,636
3904,604
3915,577
3926,557
3936,538
3946,522
3956,627
3966,667
3978,689
3988,692
3998,640
4008,607
4019,582
4029,560
4039,542
4050,526
4061,615
4071,662
4081,686
4091,701
4102,653
4113,617
4123,590
4133,569
4144,550
4154,533
4164,603
4174,661
4186,687
4196,701
4206,669
4216,629
4227,600
4237,578
4248,559
4258,541
4269,586
4279,659
4289,686
4299,701
4311,685
4321,640
4331,611
4341,587
4352,567
4362,549
4372,572
4383,656
4393,684
4404,701
4414,711
4424,651
4434,619
4446,592
4456,571
4466,553
4476,537
4487,645
4497,680
4508,699
4518,710
4529,660
4539,623
4549,597
4559,576
4570,555
4581,538
4591,634
4601,674
4612,694
4622,707
4632,665
4643,626
4654,597
4664,576
4674,556
4684,538
4695,611
4705,664
4716,689
4726,702
4737,669
4747,628
4757,598
4767,575
4779,554
4789,537
4799,565
4809,650
4819,680
4830,696
4840,673
4851,628
4861,599
4872,574
4882,554
4892,536
4902,520
4914,638
4924,673
4934,691
4944,683
4955,634
4965,602
4976,577
4986,555
4997,538
5007,523
5017,627
5027,667
5038,689
5049,702
5059,640
5069,607
5080,581
5090,561
5100,542
5111,525
5122,615
5132,662
5142,688
5152,701
5163,654
5173,619
5184,591
5194,569
5204,550
5215,534
5225,606
5235,662
5246,687
5257,702
5267,670
5277,631
5287,602
5298,579
5309,558
5319,542
5329,592
5340,659
5350,687
5360,702
5370,688
5382,640
5392,612
5402,588
5412,567
5423,550
5433,572
5444,655
5454,684
5465,700
5475,711
5485,651
5495,619
5507,591
5517,571
5527,554
5537,537
5548,646
5558,680
5568,699
5579,710
5590,658
5600,624
5610,598
5620,574
5630,555
5642,538
5652,637
5662,674
5672,693
5683,706
5693,665
5703,625
5714,597
5725,576
5735,555
5745,538
5755,611
5766,663
5777,688
5787,702
5797,668
5808,627
5818,599
5828,575
5838,555
5850,536
5860,571
5870,650
5880,679
5891,696
5901,672
5912,628
5922,599
5933,574
5943,553
5953,536
5963,520
5975,636
5985,674
5995,691
6005,683
6016,634
6026,602
6036,576
6047,556
6057,538
6068,523
6078,624
6088,668
6098,689
6110,692
6120,640
6130,608
6140,582
6151,560
6161,543
6172,526
6182,617
6193,664
6203,687
6213,701
6223,653
6234,619
6245,591
6255,571
6265,550
6276,534
6286,607
6296,662
6307,688
6318,702
6328,672
6338,631
6348,602
6359,581
6369,561
6380,543
6390,592
6401,660
6411,687
6421,702
6431,688
6443,640
6453,612
6463,588
6473,568
6483,550
6494,572
6504,654
6515,684
6525,701
6536,711
6546,652
6556,618
6566,592
6578,571
6588,553
6598,537
6608,647
6619,681
6629,699
6640,710
6650,656
6661,622
6671,596
6681,574
6691,555
6702,538
6713,635
6723,672
6733,693
6744,706
6754,663
6764,626
6775,597
6786,574
6796,554
6806,537
6816,604
6827,662
6837,687
6848,701
6858,666
6868,628
6879,598
6889,574
6899,553
6910,535
6921,567
6931,648
6941,679
6951,696
6962,672
6973,627
6983,596
6993,574
7004,553
7014,536
7024,520
7034,636
7046,673
7056,692
7066,683
7076,633
7087,601
7097,577
7108,556
7118,538
7129,522
7139,627
7149,668
7159,689
7171,702
7181,640
7191,608
7201,583
7212,562
7222,543
7232,527
7243,618
7254,664
7264,688
7274,702
7284,656
7294,619
7306,591
7316,569
7326,551
7336,535
7347,610
7357,662
7367,687
7378,703
7389,672
7399,631
7409,605
7419,580
7430,561
7441,542
7451,595
7461,660
7472,687
7482,702
7492,690
7502,644
7514,612
7524,589
7534,568
7544,550
7555,565
7565,653
7576,685
7586,701
7597,711
7607,650
7617,619
7627,594
7639,572
7649,552
7659,537
7669,647
7680,680
7690,699
7700,709
7711,656
7721,622
7732,596
7742,574
7752,554
7762,538
7774,632
7784,672
7794,694
7804,706
7815,661
7825,626
7836,595
7846,573
7857,554
7867,536
7877,604
7887,662
7898,685
7909,701
7919,666
7929,625
7940,598
7950,573
7960,554
7971,534
7982,573
7992,648
8002,679
8012,696
8023,671
8033,627
8044,597
8054,574
8065,553
8075,536
8085,521
8095,636
8107,674
8117,692
8127,680
8137,633
8147,603
8158,578
8168,557
8179,538
8189,522
8200,626
8210,668
8220,689
8230,702
8242,640
8252,609
8262,583
8272,561
8283,544
8293,528
8304,618
8314,668
8325,688
8335,702
8345,656
8355,621
8366,593
8377,570
8387,553
8397,536
8408,606
8418,662
8428,688
8439,702
8450,672
8460,634
8470,604
8480,581
8491,562
8501,544
8512,600
8522,660
8532,687
8543,703
8553,691
8563,644
8574,612
8585,589
8595,568
8605,550
8615,572
8626,655
8637,685
8647,702
8657,705
8668,650
8678,618
8688,594
8698,572
8710,553
8720,537
8730,647
8740,680
8751,699
8761,709
8772,655
8782,622
8793,596
8803,573
8813,555
8823,538
8834,629
8845,672
8855,692
8865,705
8876,659
8886,623
8896,596
8907,570
8918,553
8928,536
8938,604
8948,660
8958,686
8970,701
8980,662
8990,626
9000,596
9011,573
9021,552
9031,535
9042,572
9053,648
9063,678
9073,695
9083,670
9094,627
9105,597
9115,574
9125,553
9136,536
9146,520
9156,636
9166,672
9178,693
9188,680
9198,634
9208,601
9219,577
9229,556
9240,537
9250,522
9261,626
9271,667
9281,690
9291,703
9303,640
9313,608
9323,584
9333,563
9344,545
9354,529
9364,617
9375,667
9385,689
9396,702
9406,656
9416,620
9426,592
9438,572
9448,554
9458,537
9468,609
9479,664
9489,688
9499,703
9510,674
9521,633
9531,604
9541,582
9551,562
9562,545
9573,596
9583,661
9593,688
9604,703
9614,691
9624,644
9635,612
9646,588
9656,568
9666,550
9676,572
9687,654
9697,685
9708,702
9718,711
9729,652
9739,618
9749,592
9759,571
9771,552
9781,537
9791,645
9801,680
9811,698
9822,709
9833,655
9843,622
9853,595
9864,573
9874,555
9884,538
9894,629
9906,672
9916,692
9926,705
9936,659
9947,623
9957,595
9968,572
9978,553
9989,536
9999,600
10009,658
10020,571
10032,701
