Time (ms), Resistance (Ohms)
3580455,813.95
3581456,825.40
3582457,825.40
3583458,813.95
3584459,813.95
3585461,825.40
3586461,802.53
3587463,859.87
3588463,836.86
3589465,825.40
3590465,848.36
3591467,836.86
3592467,859.87
3593468,836.86
3594469,825.40
3595470,825.40
3596471,802.53
3597472,813.95
3598473,802.53
3599474,825.40
3600475,813.95
3601476,779.77
3602477,791.14
3603478,848.36
3604478,825.40
3605480,825.40
3606480,768.42
3607482,813.95
3608482,757.10
3609484,813.95
3610484,813.95
3611486,802.53
3612486,791.14
3613488,825.40
3614488,802.53
3615490,802.53
3616490,813.95
3617491,802.53
3618493,802.53
3619493,802.53
3620495,802.53
3621495,779.77
3622497,813.95
3623497,779.77
3624499,813.95
3625499,802.53
3626501,813.95
3627501,825.40
3628503,825.40
3629503,825.40
3630504,813.95
3631505,836.86
3632506,836.86
3633507,825.40
3634508,813.95
3635509,813.95
3636510,802.53
