Time (ms), Brightness (AU)
2821,512
2832,504
2842,487
2852,463
2863,441
2873,427
2883,432
2894,449
2905,473
2915,497
2925,512
2935,507
2946,491
2957,468
2967,444
2977,425
2988,428
2998,443
3008,466
3018,492
3030,512
3040,511
3050,497
3060,476
3070,451
3081,432
3092,433
3102,446
3112,468
3123,495
3133,517
3143,517
3153,506
3165,486
3175,460
3185,440
3195,438
3206,449
3216,469
3227,495
3237,518
3248,523
3258,514
3268,496
3278,471
3289,449
3300,443
3310,452
3320,470
3331,495
3341,519
3351,527
3362,520
3373,503
3383,480
3393,456
3403,446
3414,452
3425,468
3435,492
3445,517
3456,529
3466,524
3476,508
3486,485
3497,460
3508,444
3518,448
3528,462
3538,484
3549,511
3560,528
3570,525
3580,511
3591,489
3601,462
3611,441
3622,441
3633,454
3643,474
3653,500
3663,521
3674,521
3684,509
3695,488
3705,462
3716,440
3726,436
3736,446
3746,464
3758,490
3768,511
3778,516
3788,505
3799,487
3809,461
3819,439
3830,431
3841,439
3851,456
3861,481
3871,504
3881,512
3893,505
3903,488
3913,463
3923,441
3934,428
3944,434
3955,450
3965,474
3976,498
3986,512
3996,507
4006,491
4017,467
4028,444
4038,425
4048,428
4059,444
4069,467
4079,493
4090,513
4101,511
4111,498
4121,476
4131,451
4142,432
4152,433
4163,447
4173,468
4184,496
4194,518
4204,519
4214,507
4226,488
4236,462
4246,441
4256,439
4267,450
4277,469
4288,495
4298,518
4308,523
4319,514
4329,496
4339,472
4349,450
4361,445
4371,453
4381,471
4391,496
4402,520
4412,528
4423,520
4433,503
4444,480
4454,456
4464,446
4474,452
4485,469
4496,492
4506,518
4516,529
4527,524
4537,508
4547,486
4558,460
4569,444
4579,447
4589,461
4599,483
4610,511
4621,528
4631,525
4641,511
4652,489
4662,461
4672,441
4682,441
4694,453
4704,474
4714,500
4724,521
4734,521
4745,509
4756,488
4766,461
4776,440
4787,435
4797,444
4807,463
4817,489
4829,510
4839,515
4849,505
4859,486
4870,460
4880,439
4891,430
4901,438
4912,455
4922,480
4932,502
4942,512
4953,505
4964,488
4974,463
4984,441
4995,428
5005,434
5015,450
5026,474
5037,498
5047,512
5057,506
5067,490
5078,467
5089,444
5099,427
5109,431
5120,446
5130,468
5140,495
5150,514
5161,511
5172,498
5182,477
5192,452
5202,433
5213,434
5224,447
5234,469
5244,496
5255,518
5265,520
5275,508
5286,489
5297,463
5307,442
5317,439
5327,450
5338,470
5348,496
5359,519
5369,524
5380,515
5390,497
5400,472
5410,451
5422,445
5432,454
5442,472
5452,497
5463,521
5473,528
5483,520
5494,503
5505,480
5515,456
5525,446
5535,452
5545,468
5557,492
5567,517
5577,528
5587,523
5598,507
5608,485
5619,460
5629,445
5640,449
5650,463
5660,485
5670,511
5681,527
5692,524
5702,509
5712,488
5723,461
5733,440
5743,440
5754,453
5765,474
5775,500
5785,521
5795,521
5806,508
5816,487
5827,460
5837,439
5848,434
5858,444
5868,463
5878,489
5890,510
5900,515
5910,505
5920,486
5931,460
5941,438
5952,429
5962,437
5972,455
5983,480
5993,503
6003,512
6013,505
6025,488
6035,463
6045,440
6055,427
6066,433
6076,449
6087,473
6097,497
6108,511
6118,506
6128,490
6138,467
6149,444
6160,426
6170,429
6180,444
6191,467
6201,494
6211,515
6222,513
6233,500
6243,479
6253,453
6263,434
6274,435
6285,448
6295,470
6305,497
6316,519
6326,520
6336,509
6346,489
6358,463
6368,443
6378,441
6388,452
6398,471
6409,498
6420,520
6430,524
6440,515
6451,497
6461,472
6471,451
6481,445
6493,454
6503,472
6513,496
6523,520
6534,528
6544,520
6555,503
6565,480
6576,456
6586,445
6596,451
6606,468
6618,491
6628,516
6638,528
6648,523
6659,507
6669,484
6679,459
6690,444
6701,448
6711,462
6721,484
6731,512
6742,527
6753,524
6763,509
6773,488
6784,460
6794,439
6804,440
6814,452
6825,472
6836,499
6846,520
6856,519
6866,507
6877,486
6888,460
6898,439
6908,435
6919,445
6929,464
6939,489
6950,511
6961,515
6971,505
6981,486
6991,460
7002,438
7012,429
7023,437
7033,455
7044,480
7054,503
7064,512
7074,504
7086,487
7096,462
7106,440
7116,426
7127,432
7137,449
7147,473
7158,497
7169,512
7179,507
7189,491
7199,468
7209,445
7221,426
7231,430
7241,445
7251,468
7262,495
7272,516
7283,514
7293,500
7304,479
7314,453
7324,434
7334,435
7345,449
7356,470
7366,498
7376,520
7387,521
7397,510
7407,490
7418,465
7429,444
7439,441
7449,452
7459,472
7470,498
7480,521
7491,525
7501,516
7512,498
7522,473
7532,452
7542,446
7554,454
7564,472
7574,496
7584,520
7595,528
7605,520
7616,503
7626,479
7636,456
7647,446
7657,452
7667,469
7677,492
7689,517
7699,528
7709,523
7719,507
7730,484
7740,459
7751,443
7761,447
7772,461
7782,483
7792,511
7802,527
7813,523
7824,509
7834,487
7844,459
7855,439
7865,438
7875,451
7886,471
7897,498
7907,518
7917,519
7927,507
7938,486
7949,459
7959,438
7969,434
7980,443
7990,462
8000,488
8010,509
8022,514
8032,504
8042,485
8052,459
8062,438
8073,429
8084,437
8094,455
8104,480
8115,503
8125,512
8135,504
8145,487
8157,462
8167,440
8177,427
8187,433
8198,450
8208,474
8219,498
8229,512
8240,507
8250,492
8260,468
8270,445
8282,427
8292,431
8302,446
8312,468
8323,495
8333,516
8343,514
8354,500
8365,479
8375,454
8385,434
8395,435
8406,449
8417,470
8427,498
8437,520
8448,521
8458,510
8468,491
8478,465
8489,444
8500,442
8510,452
8520,472
8530,498
8541,521
8552,525
8562,516
8572,497
8583,473
8593,450
8603,444
8614,453
8625,470
8635,495
8645,518
8655,525
8666,518
8676,500
8687,476
8697,453
8708,443
8718,450
8728,466
8738,489
8750,515
8760,525
8770,519
8780,504
8791,481
8801,455
8811,438
8822,441
8833,456
8843,477
8853,505
8863,523
8873,520
8885,505
8895,483
8905,454
8915,434
8926,433
8936,446
8947,467
8957,494
8968,515
8978,515
8988,503
8998,482
9009,455
9020,433
9030,429
9040,439
9051,458
9061,484
9071,506
9082,510
9093,500
9103,481
9113,455
9123,433
9134,424
9144,433
9155,451
9165,476
9176,499
9186,508
9196,501
9206,483
9218,458
9228,436
9238,423
9248,429
9259,446
9269,470
9280,494
9290,509
9300,504
9311,488
9321,464
9331,441
9341,423
9353,426
9363,442
9373,465
9383,493
9394,513
9404,512
9415,498
9425,476
9436,450
9446,431
9456,432
9466,446
9477,467
9488,495
9498,517
9508,519
9519,507
9529,488
9539,462
9550,441
9561,438
9571,449
9581,469
9591,495
9602,519
9613,523
9623,513
9633,495
9644,470
9654,448
9664,441
9674,450
9686,468
9696,492
9706,516
9716,524
9726,517
9737,499
9748,475
9758,452
9768,442
9779,449
9789,465
9799,488
9809,514
9821,524
9831,518
9841,502
9851,479
9862,454
9872,437
9883,440
9893,455
9904,477
9914,504
9924,522
9934,519
9946,504
9956,482
9966,454
9976,433
9987,433
9997,445
10007,466
10019,465
10031,485
10042,486
10053,472
10064,473
10076,472
10088,468
10099,471
