Time (ms), Brightness (AU)
4122,480
4132,511
4143,538
4153,544
4164,533
4174,512
4185,492
4195,477
4205,486
4215,507
4227,535
4237,568
4247,599
4257,603
4268,595
4278,578
4289,555
4299,540
4310,545
4320,561
4330,583
4340,611
4350,636
4362,640
4372,633
4382,618
4392,597
4403,580
4413,580
4424,591
4434,608
4445,631
4455,650
4465,654
4475,647
4486,632
4497,611
4507,590
4517,585
4528,591
4538,606
4548,626
4559,646
4570,650
4580,642
4590,626
4600,603
4611,575
4622,563
4632,565
4642,577
4653,596
4663,620
4673,626
4683,617
4695,598
4705,572
4715,541
4725,514
4736,509
4746,517
4757,536
4767,559
4777,574
4788,569
4798,550
4808,522
4818,489
4830,463
4840,441
4850,445
4860,463
4871,483
4881,497
4892,508
4902,492
4913,464
4923,435
4933,412
4943,393
4955,392
4965,412
4975,434
4985,451
4996,465
5006,462
5016,440
5027,416
5038,398
5048,384
5058,387
5068,409
5079,441
5090,465
5100,486
5110,491
5121,476
5131,452
5141,436
5151,424
5163,432
5173,455
5183,487
5193,520
5203,546
5214,552
5225,541
5235,521
5245,500
5256,484
5266,493
5276,513
5287,541
5298,574
5308,604
5318,609
5328,600
5339,584
5349,561
5360,548
5370,553
5381,568
5391,590
5401,617
5411,639
5423,643
5433,635
5443,620
5453,599
5464,583
5474,583
5484,593
5495,610
5506,633
5516,651
5526,655
5536,648
5547,633
5558,611
5568,589
5578,584
5588,590
5599,604
5609,624
5620,645
5630,648
5641,639
5651,622
5661,599
5671,571
5682,557
5693,559
5703,571
5713,589
5724,614
5734,621
5744,612
5755,593
5766,566
5776,533
5786,507
5796,501
5807,510
5817,528
5828,550
5838,565
5849,560
5859,541
5869,512
5879,481
5891,455
5901,433
5911,437
5921,456
5932,475
5942,488
5953,499
5963,484
5974,456
5984,428
5994,407
6004,389
6014,390
6026,410
6036,432
6046,450
6056,464
6067,461
6077,439
6088,417
6098,400
6109,387
6119,391
6129,414
6139,447
6150,473
6161,495
6171,499
6181,485
6192,461
6202,445
6212,432
6223,440
6234,463
6244,494
6254,527
6264,554
6275,560
6286,549
6296,529
6306,508
6317,492
6327,501
6337,521
6347,548
6359,580
6369,611
6379,615
6389,606
6400,590
6410,567
6421,554
6431,559
6441,573
6452,595
6462,621
6472,643
6482,646
6494,638
6504,623
6514,602
6524,586
6535,585
6545,595
6556,612
6566,634
6577,651
6587,655
6597,648
6607,632
6619,611
6629,589
6639,584
6649,589
6660,603
6670,623
6680,643
6691,645
6702,637
6712,619
6722,596
6732,567
6743,552
6754,554
6764,566
6774,585
6785,609
6795,616
6805,606
6815,587
6827,560
6837,527
6847,501
6857,494
6867,502
6878,521
6889,542
6899,557
6909,553
6920,533
6930,504
6940,473
6951,447
6962,425
6972,430
6982,449
6992,467
7003,481
7013,492
7024,478
7034,450
7045,424
7055,403
7065,386
7075,388
7087,410
7097,432
7107,450
7117,466
7128,463
7138,441
7148,419
7159,403
7170,389
7180,394
7190,418
7200,452
7211,478
7222,501
7232,506
7242,492
7252,468
7263,451
7273,438
7284,448
7294,471
7305,503
7315,536
7325,564
7335,567
7346,557
7357,537
7367,515
7377,500
7388,509
7398,528
7408,555
7419,586
7430,615
7440,619
7450,610
7460,593
7471,571
7481,559
7492,563
7502,578
7513,599
7523,625
7533,645
7543,648
7555,640
7565,625
7575,604
7585,588
7596,587
7606,596
7617,613
7627,635
7638,652
7648,655
7658,647
7668,631
7678,609
7690,586
7700,580
7710,585
7720,599
7731,619
7741,640
7752,643
7762,634
7773,616
7783,592
7793,562
7803,546
7814,547
7825,559
7835,578
7845,603
7856,611
7866,601
7876,580
7887,553
7898,519
7908,493
7918,485
7928,494
7939,512
7950,532
7960,546
7970,543
7981,524
7991,494
8001,464
8011,440
8023,419
8033,423
8043,442
8053,460
8064,474
8074,485
8085,473
8095,445
8105,420
8116,400
8126,383
8136,386
8146,408
8158,431
8168,450
8178,466
8188,464
8199,443
8209,422
8220,406
8230,394
8241,401
8251,425
8261,460
8271,487
8283,510
8293,513
8303,500
8313,475
8324,459
8334,446
8344,456
8355,479
8366,510
8376,545
8386,573
8396,577
8407,566
8418,547
8428,524
8438,510
8449,519
8459,538
8469,563
8479,594
8491,621
8501,623
8511,614
8521,598
8531,575
8542,563
8553,568
8563,581
8573,602
8584,628
8594,647
8604,650
8615,642
8626,627
8636,605
8646,589
8656,588
8667,597
8677,614
8688,636
8698,652
8709,655
8719,646
8729,630
8739,608
8751,583
8761,576
8771,582
8781,595
8792,615
8802,638
8812,640
8823,630
8834,612
8844,587
8854,557
8864,540
8875,541
8886,553
8896,572
8906,595
8916,603
8927,593
8937,572
8948,544
8958,512
8969,486
8979,475
8989,484
8999,503
9010,522
9021,536
9031,535
9041,515
9052,485
9062,455
9072,432
9083,411
9094,416
9104,436
9114,455
9124,468
9135,480
9145,467
9156,441
9166,416
9177,397
9187,381
9197,384
9207,407
9219,431
9229,451
9239,468
9249,467
9260,447
9270,426
9281,411
9291,398
9302,406
9312,431
9322,466
9332,494
9342,518
9354,521
9364,507
9374,484
9384,467
9395,453
9405,464
9416,487
9426,519
9437,554
9447,583
9457,586
9467,575
9478,556
9489,532
9499,521
9509,529
9520,547
9530,572
9540,602
9551,626
9562,628
9572,620
9582,603
9592,581
9603,568
9614,572
9624,586
9634,605
9645,630
9655,649
9665,652
9675,643
9687,628
9697,606
9707,590
9717,588
9728,597
9738,613
9749,635
9759,652
9769,654
9780,645
9790,628
9800,605
9810,578
9822,571
9832,576
9842,589
9852,609
9863,634
9873,636
9884,626
9894,608
9905,582
9915,551
9925,532
9935,532
9947,544
9957,563
9967,586
9977,596
9988,587
9998,565
10008,537
10020,528
10032,502
10043,494
10054,506
10065,498
10077,487
